A,B,C,D,F
1.0,2013-01-02,1.0,3,foo_635
1.0,2013-01-02,1.0,3,foo_636
1.0,2013-01-02,1.0,3,foo_637
1.0,2013-01-02,1.0,3,foo_638
1.0,2013-01-02,1.0,3,foo_639
1.0,2013-01-02,1.0,3,foo_640
1.0,2013-01-02,1.0,3,foo_641
1.0,2013-01-02,1.0,3,foo_642
1.0,2013-01-02,1.0,3,foo_643
1.0,2013-01-02,1.0,3,foo_644
1.0,2013-01-02,1.0,3,foo_645
1.0,2013-01-02,1.0,3,foo_646
1.0,2013-01-02,1.0,3,foo_647
1.0,2013-01-02,1.0,3,foo_648
1.0,2013-01-02,1.0,3,foo_649
1.0,2013-01-02,1.0,3,foo_650
1.0,2013-01-02,1.0,3,foo_651
1.0,2013-01-02,1.0,3,foo_652
1.0,2013-01-02,1.0,3,foo_653
1.0,2013-01-02,1.0,3,foo_654
1.0,2013-01-02,1.0,3,foo_655
1.0,2013-01-02,1.0,3,foo_656
1.0,2013-01-02,1.0,3,foo_657
1.0,2013-01-02,1.0,3,foo_658
1.0,2013-01-02,1.0,3,foo_659
1.0,2013-01-02,1.0,3,foo_660
1.0,2013-01-02,1.0,3,foo_661
1.0,2013-01-02,1.0,3,foo_662
1.0,2013-01-02,1.0,3,foo_663
1.0,2013-01-02,1.0,3,foo_664
1.0,2013-01-02,1.0,3,foo_665
1.0,2013-01-02,1.0,3,foo_666
1.0,2013-01-02,1.0,3,foo_667
1.0,2013-01-02,1.0,3,foo_668
1.0,2013-01-02,1.0,3,foo_669
1.0,2013-01-02,1.0,3,foo_670
1.0,2013-01-02,1.0,3,foo_671
1.0,2013-01-02,1.0,3,foo_672
1.0,2013-01-02,1.0,3,foo_673
1.0,2013-01-02,1.0,3,foo_674
1.0,2013-01-02,1.0,3,foo_675
1.0,2013-01-02,1.0,3,foo_676
1.0,2013-01-02,1.0,3,foo_677
1.0,2013-01-02,1.0,3,foo_678
1.0,2013-01-02,1.0,3,foo_679
1.0,2013-01-02,1.0,3,foo_680
1.0,2013-01-02,1.0,3,foo_681
1.0,2013-01-02,1.0,3,foo_682
1.0,2013-01-02,1.0,3,foo_683
1.0,2013-01-02,1.0,3,foo_684
1.0,2013-01-02,1.0,3,foo_685
1.0,2013-01-02,1.0,3,foo_686
1.0,2013-01-02,1.0,3,foo_687
1.0,2013-01-02,1.0,3,foo_688
1.0,2013-01-02,1.0,3,foo_689
1.0,2013-01-02,1.0,3,foo_690
1.0,2013-01-02,1.0,3,foo_691
1.0,2013-01-02,1.0,3,foo_692
1.0,2013-01-02,1.0,3,foo_693
1.0,2013-01-02,1.0,3,foo_694
1.0,2013-01-02,1.0,3,foo_695
1.0,2013-01-02,1.0,3,foo_696
1.0,2013-01-02,1.0,3,foo_697
1.0,2013-01-02,1.0,3,foo_698
1.0,2013-01-02,1.0,3,foo_699
1.0,2013-01-02,1.0,3,foo_700
1.0,2013-01-02,1.0,3,foo_701
1.0,2013-01-02,1.0,3,foo_702
1.0,2013-01-02,1.0,3,foo_703
1.0,2013-01-02,1.0,3,foo_704
1.0,2013-01-02,1.0,3,foo_705
1.0,2013-01-02,1.0,3,foo_706
1.0,2013-01-02,1.0,3,foo_707
1.0,2013-01-02,1.0,3,foo_708
1.0,2013-01-02,1.0,3,foo_709
1.0,2013-01-02,1.0,3,foo_710
1.0,2013-01-02,1.0,3,foo_711
1.0,2013-01-02,1.0,3,foo_712
1.0,2013-01-02,1.0,3,foo_713
1.0,2013-01-02,1.0,3,foo_714
1.0,2013-01-02,1.0,3,foo_715
1.0,2013-01-02,1.0,3,foo_716
1.0,2013-01-02,1.0,3,foo_717
1.0,2013-01-02,1.0,3,foo_718
1.0,2013-01-02,1.0,3,foo_719
1.0,2013-01-02,1.0,3,foo_720
1.0,2013-01-02,1.0,3,foo_721
1.0,2013-01-02,1.0,3,foo_722
1.0,2013-01-02,1.0,3,foo_723
1.0,2013-01-02,1.0,3,foo_724
1.0,2013-01-02,1.0,3,foo_725
1.0,2013-01-02,1.0,3,foo_726
1.0,2013-01-02,1.0,3,foo_727
1.0,2013-01-02,1.0,3,foo_728
1.0,2013-01-02,1.0,3,foo_729
1.0,2013-01-02,1.0,3,foo_730
1.0,2013-01-02,1.0,3,foo_731
1.0,2013-01-02,1.0,3,foo_732
1.0,2013-01-02,1.0,3,foo_733
1.0,2013-01-02,1.0,3,foo_734
1.0,2013-01-02,1.0,3,foo_735
1.0,2013-01-02,1.0,3,foo_736
1.0,2013-01-02,1.0,3,foo_737
1.0,2013-01-02,1.0,3,foo_738
1.0,2013-01-02,1.0,3,foo_739
1.0,2013-01-02,1.0,3,foo_740
1.0,2013-01-02,1.0,3,foo_741
1.0,2013-01-02,1.0,3,foo_742
1.0,2013-01-02,1.0,3,foo_743
1.0,2013-01-02,1.0,3,foo_744
1.0,2013-01-02,1.0,3,foo_745
1.0,2013-01-02,1.0,3,foo_746
1.0,2013-01-02,1.0,3,foo_747
1.0,2013-01-02,1.0,3,foo_748
1.0,2013-01-02,1.0,3,foo_749
1.0,2013-01-02,1.0,3,foo_750
1.0,2013-01-02,1.0,3,foo_751
1.0,2013-01-02,1.0,3,foo_752
1.0,2013-01-02,1.0,3,foo_753
1.0,2013-01-02,1.0,3,foo_754
1.0,2013-01-02,1.0,3,foo_755
1.0,2013-01-02,1.0,3,foo_756
1.0,2013-01-02,1.0,3,foo_757
1.0,2013-01-02,1.0,3,foo_758
1.0,2013-01-02,1.0,3,foo_759
1.0,2013-01-02,1.0,3,foo_760
1.0,2013-01-02,1.0,3,foo_761
1.0,2013-01-02,1.0,3,foo_762
1.0,2013-01-02,1.0,3,foo_763
1.0,2013-01-02,1.0,3,foo_764
1.0,2013-01-02,1.0,3,foo_765
1.0,2013-01-02,1.0,3,foo_766
1.0,2013-01-02,1.0,3,foo_767
1.0,2013-01-02,1.0,3,foo_768
1.0,2013-01-02,1.0,3,foo_769
1.0,2013-01-02,1.0,3,foo_770
1.0,2013-01-02,1.0,3,foo_771
1.0,2013-01-02,1.0,3,foo_772
1.0,2013-01-02,1.0,3,foo_773
1.0,2013-01-02,1.0,3,foo_774
1.0,2013-01-02,1.0,3,foo_775
1.0,2013-01-02,1.0,3,foo_776
1.0,2013-01-02,1.0,3,foo_777
1.0,2013-01-02,1.0,3,foo_778
1.0,2013-01-02,1.0,3,foo_779
1.0,2013-01-02,1.0,3,foo_780
1.0,2013-01-02,1.0,3,foo_781
1.0,2013-01-02,1.0,3,foo_782
1.0,2013-01-02,1.0,3,foo_783
1.0,2013-01-02,1.0,3,foo_784
1.0,2013-01-02,1.0,3,foo_785
1.0,2013-01-02,1.0,3,foo_786
1.0,2013-01-02,1.0,3,foo_787
1.0,2013-01-02,1.0,3,foo_788
1.0,2013-01-02,1.0,3,foo_789
1.0,2013-01-02,1.0,3,foo_790
1.0,2013-01-02,1.0,3,foo_791
1.0,2013-01-02,1.0,3,foo_792
1.0,2013-01-02,1.0,3,foo_793
1.0,2013-01-02,1.0,3,foo_794
1.0,2013-01-02,1.0,3,foo_795
1.0,2013-01-02,1.0,3,foo_796
1.0,2013-01-02,1.0,3,foo_797
1.0,2013-01-02,1.0,3,foo_798
1.0,2013-01-02,1.0,3,foo_799
1.0,2013-01-02,1.0,3,foo_800
1.0,2013-01-02,1.0,3,foo_801
1.0,2013-01-02,1.0,3,foo_802
1.0,2013-01-02,1.0,3,foo_803
1.0,2013-01-02,1.0,3,foo_804
1.0,2013-01-02,1.0,3,foo_805
1.0,2013-01-02,1.0,3,foo_806
1.0,2013-01-02,1.0,3,foo_807
1.0,2013-01-02,1.0,3,foo_808
1.0,2013-01-02,1.0,3,foo_809
1.0,2013-01-02,1.0,3,foo_810
1.0,2013-01-02,1.0,3,foo_811
1.0,2013-01-02,1.0,3,foo_812
1.0,2013-01-02,1.0,3,foo_813
1.0,2013-01-02,1.0,3,foo_814
1.0,2013-01-02,1.0,3,foo_815
1.0,2013-01-02,1.0,3,foo_816
1.0,2013-01-02,1.0,3,foo_817
1.0,2013-01-02,1.0,3,foo_818
1.0,2013-01-02,1.0,3,foo_819
1.0,2013-01-02,1.0,3,foo_820
1.0,2013-01-02,1.0,3,foo_821
1.0,2013-01-02,1.0,3,foo_822
1.0,2013-01-02,1.0,3,foo_823
1.0,2013-01-02,1.0,3,foo_824
1.0,2013-01-02,1.0,3,foo_825
1.0,2013-01-02,1.0,3,foo_826
1.0,2013-01-02,1.0,3,foo_827
1.0,2013-01-02,1.0,3,foo_828
1.0,2013-01-02,1.0,3,foo_829
1.0,2013-01-02,1.0,3,foo_830
1.0,2013-01-02,1.0,3,foo_831
1.0,2013-01-02,1.0,3,foo_832
1.0,2013-01-02,1.0,3,foo_833
1.0,2013-01-02,1.0,3,foo_834
1.0,2013-01-02,1.0,3,foo_835
1.0,2013-01-02,1.0,3,foo_836
1.0,2013-01-02,1.0,3,foo_837
1.0,2013-01-02,1.0,3,foo_838
1.0,2013-01-02,1.0,3,foo_839
1.0,2013-01-02,1.0,3,foo_840
1.0,2013-01-02,1.0,3,foo_841
1.0,2013-01-02,1.0,3,foo_842
1.0,2013-01-02,1.0,3,foo_843
1.0,2013-01-02,1.0,3,foo_844
1.0,2013-01-02,1.0,3,foo_845
1.0,2013-01-02,1.0,3,foo_846
1.0,2013-01-02,1.0,3,foo_847
1.0,2013-01-02,1.0,3,foo_848
1.0,2013-01-02,1.0,3,foo_849
1.0,2013-01-02,1.0,3,foo_850
1.0,2013-01-02,1.0,3,foo_851
1.0,2013-01-02,1.0,3,foo_852
1.0,2013-01-02,1.0,3,foo_853
1.0,2013-01-02,1.0,3,foo_854
1.0,2013-01-02,1.0,3,foo_855
1.0,2013-01-02,1.0,3,foo_856
1.0,2013-01-02,1.0,3,foo_857
1.0,2013-01-02,1.0,3,foo_858
1.0,2013-01-02,1.0,3,foo_859
1.0,2013-01-02,1.0,3,foo_860
1.0,2013-01-02,1.0,3,foo_861
1.0,2013-01-02,1.0,3,foo_862
1.0,2013-01-02,1.0,3,foo_863
1.0,2013-01-02,1.0,3,foo_864
1.0,2013-01-02,1.0,3,foo_865
1.0,2013-01-02,1.0,3,foo_866
1.0,2013-01-02,1.0,3,foo_867
1.0,2013-01-02,1.0,3,foo_868
1.0,2013-01-02,1.0,3,foo_869
1.0,2013-01-02,1.0,3,foo_870
1.0,2013-01-02,1.0,3,foo_871
1.0,2013-01-02,1.0,3,foo_872
1.0,2013-01-02,1.0,3,foo_873
1.0,2013-01-02,1.0,3,foo_874
1.0,2013-01-02,1.0,3,foo_875
1.0,2013-01-02,1.0,3,foo_876
1.0,2013-01-02,1.0,3,foo_877
1.0,2013-01-02,1.0,3,foo_878
1.0,2013-01-02,1.0,3,foo_879
1.0,2013-01-02,1.0,3,foo_880
1.0,2013-01-02,1.0,3,foo_881
1.0,2013-01-02,1.0,3,foo_882
1.0,2013-01-02,1.0,3,foo_883
1.0,2013-01-02,1.0,3,foo_884
1.0,2013-01-02,1.0,3,foo_885
1.0,2013-01-02,1.0,3,foo_886
1.0,2013-01-02,1.0,3,foo_887
1.0,2013-01-02,1.0,3,foo_888
1.0,2013-01-02,1.0,3,foo_889
1.0,2013-01-02,1.0,3,foo_890
1.0,2013-01-02,1.0,3,foo_891
1.0,2013-01-02,1.0,3,foo_892
1.0,2013-01-02,1.0,3,foo_893
1.0,2013-01-02,1.0,3,foo_894
1.0,2013-01-02,1.0,3,foo_895
1.0,2013-01-02,1.0,3,foo_896
1.0,2013-01-02,1.0,3,foo_897
1.0,2013-01-02,1.0,3,foo_898
1.0,2013-01-02,1.0,3,foo_899
1.0,2013-01-02,1.0,3,foo_900
1.0,2013-01-02,1.0,3,foo_901
1.0,2013-01-02,1.0,3,foo_902
1.0,2013-01-02,1.0,3,foo_903
1.0,2013-01-02,1.0,3,foo_904
1.0,2013-01-02,1.0,3,foo_905
1.0,2013-01-02,1.0,3,foo_906
1.0,2013-01-02,1.0,3,foo_907
1.0,2013-01-02,1.0,3,foo_908
1.0,2013-01-02,1.0,3,foo_909
1.0,2013-01-02,1.0,3,foo_910
1.0,2013-01-02,1.0,3,foo_911
1.0,2013-01-02,1.0,3,foo_912
1.0,2013-01-02,1.0,3,foo_913
1.0,2013-01-02,1.0,3,foo_914
1.0,2013-01-02,1.0,3,foo_915
1.0,2013-01-02,1.0,3,foo_916
1.0,2013-01-02,1.0,3,foo_917
1.0,2013-01-02,1.0,3,foo_918
1.0,2013-01-02,1.0,3,foo_919
1.0,2013-01-02,1.0,3,foo_920
1.0,2013-01-02,1.0,3,foo_921
1.0,2013-01-02,1.0,3,foo_922
1.0,2013-01-02,1.0,3,foo_923
1.0,2013-01-02,1.0,3,foo_924
1.0,2013-01-02,1.0,3,foo_925
1.0,2013-01-02,1.0,3,foo_926
1.0,2013-01-02,1.0,3,foo_927
1.0,2013-01-02,1.0,3,foo_928
1.0,2013-01-02,1.0,3,foo_929
1.0,2013-01-02,1.0,3,foo_930
1.0,2013-01-02,1.0,3,foo_931
1.0,2013-01-02,1.0,3,foo_932
1.0,2013-01-02,1.0,3,foo_933
1.0,2013-01-02,1.0,3,foo_934
1.0,2013-01-02,1.0,3,foo_935
1.0,2013-01-02,1.0,3,foo_936
1.0,2013-01-02,1.0,3,foo_937
1.0,2013-01-02,1.0,3,foo_938
1.0,2013-01-02,1.0,3,foo_939
1.0,2013-01-02,1.0,3,foo_940
1.0,2013-01-02,1.0,3,foo_941
1.0,2013-01-02,1.0,3,foo_942
1.0,2013-01-02,1.0,3,foo_943
1.0,2013-01-02,1.0,3,foo_944
1.0,2013-01-02,1.0,3,foo_945
1.0,2013-01-02,1.0,3,foo_946
1.0,2013-01-02,1.0,3,foo_947
1.0,2013-01-02,1.0,3,foo_948
1.0,2013-01-02,1.0,3,foo_949
1.0,2013-01-02,1.0,3,foo_950
1.0,2013-01-02,1.0,3,foo_951
1.0,2013-01-02,1.0,3,foo_952
1.0,2013-01-02,1.0,3,foo_953
1.0,2013-01-02,1.0,3,foo_954
1.0,2013-01-02,1.0,3,foo_955
1.0,2013-01-02,1.0,3,foo_956
1.0,2013-01-02,1.0,3,foo_957
1.0,2013-01-02,1.0,3,foo_958
1.0,2013-01-02,1.0,3,foo_959
1.0,2013-01-02,1.0,3,foo_960
1.0,2013-01-02,1.0,3,foo_961
1.0,2013-01-02,1.0,3,foo_962
1.0,2013-01-02,1.0,3,foo_963
1.0,2013-01-02,1.0,3,foo_964
1.0,2013-01-02,1.0,3,foo_965
1.0,2013-01-02,1.0,3,foo_966
1.0,2013-01-02,1.0,3,foo_967
1.0,2013-01-02,1.0,3,foo_968
1.0,2013-01-02,1.0,3,foo_969
1.0,2013-01-02,1.0,3,foo_970
1.0,2013-01-02,1.0,3,foo_971
1.0,2013-01-02,1.0,3,foo_972
1.0,2013-01-02,1.0,3,foo_973
1.0,2013-01-02,1.0,3,foo_974
1.0,2013-01-02,1.0,3,foo_975
1.0,2013-01-02,1.0,3,foo_976
1.0,2013-01-02,1.0,3,foo_977
1.0,2013-01-02,1.0,3,foo_978
1.0,2013-01-02,1.0,3,foo_979
1.0,2013-01-02,1.0,3,foo_980
1.0,2013-01-02,1.0,3,foo_981
1.0,2013-01-02,1.0,3,foo_982
1.0,2013-01-02,1.0,3,foo_983
1.0,2013-01-02,1.0,3,foo_984
1.0,2013-01-02,1.0,3,foo_985
1.0,2013-01-02,1.0,3,foo_986
1.0,2013-01-02,1.0,3,foo_987
1.0,2013-01-02,1.0,3,foo_988
1.0,2013-01-02,1.0,3,foo_989
1.0,2013-01-02,1.0,3,foo_990
1.0,2013-01-02,1.0,3,foo_991
1.0,2013-01-02,1.0,3,foo_992
1.0,2013-01-02,1.0,3,foo_993
1.0,2013-01-02,1.0,3,foo_994
1.0,2013-01-02,1.0,3,foo_995
1.0,2013-01-02,1.0,3,foo_996
1.0,2013-01-02,1.0,3,foo_997
1.0,2013-01-02,1.0,3,foo_998
1.0,2013-01-02,1.0,3,foo_999
1.0,2013-01-02,1.0,3,foo_1000
1.0,2013-01-02,1.0,3,foo_1001
1.0,2013-01-02,1.0,3,foo_1002
1.0,2013-01-02,1.0,3,foo_1003
1.0,2013-01-02,1.0,3,foo_1004
1.0,2013-01-02,1.0,3,foo_1005
1.0,2013-01-02,1.0,3,foo_1006
1.0,2013-01-02,1.0,3,foo_1007
1.0,2013-01-02,1.0,3,foo_1008
1.0,2013-01-02,1.0,3,foo_1009
1.0,2013-01-02,1.0,3,foo_1010
1.0,2013-01-02,1.0,3,foo_1011
1.0,2013-01-02,1.0,3,foo_1012
1.0,2013-01-02,1.0,3,foo_1013
1.0,2013-01-02,1.0,3,foo_1014
1.0,2013-01-02,1.0,3,foo_1015
1.0,2013-01-02,1.0,3,foo_1016
1.0,2013-01-02,1.0,3,foo_1017
1.0,2013-01-02,1.0,3,foo_1018
1.0,2013-01-02,1.0,3,foo_1019
1.0,2013-01-02,1.0,3,foo_1020
1.0,2013-01-02,1.0,3,foo_1021
1.0,2013-01-02,1.0,3,foo_1022
1.0,2013-01-02,1.0,3,foo_1023
1.0,2013-01-02,1.0,3,foo_1024
1.0,2013-01-02,1.0,3,foo_1025
1.0,2013-01-02,1.0,3,foo_1026
1.0,2013-01-02,1.0,3,foo_1027
1.0,2013-01-02,1.0,3,foo_1028
1.0,2013-01-02,1.0,3,foo_1029
1.0,2013-01-02,1.0,3,foo_1030
1.0,2013-01-02,1.0,3,foo_1031
1.0,2013-01-02,1.0,3,foo_1032
1.0,2013-01-02,1.0,3,foo_1033
1.0,2013-01-02,1.0,3,foo_1034
1.0,2013-01-02,1.0,3,foo_1035
1.0,2013-01-02,1.0,3,foo_1036
1.0,2013-01-02,1.0,3,foo_1037
1.0,2013-01-02,1.0,3,foo_1038
1.0,2013-01-02,1.0,3,foo_1039
1.0,2013-01-02,1.0,3,foo_1040
1.0,2013-01-02,1.0,3,foo_1041
1.0,2013-01-02,1.0,3,foo_1042
1.0,2013-01-02,1.0,3,foo_1043
1.0,2013-01-02,1.0,3,foo_1044
1.0,2013-01-02,1.0,3,foo_1045
1.0,2013-01-02,1.0,3,foo_1046
1.0,2013-01-02,1.0,3,foo_1047
1.0,2013-01-02,1.0,3,foo_1048
1.0,2013-01-02,1.0,3,foo_1049
1.0,2013-01-02,1.0,3,foo_1050
1.0,2013-01-02,1.0,3,foo_1051
1.0,2013-01-02,1.0,3,foo_1052
1.0,2013-01-02,1.0,3,foo_1053
1.0,2013-01-02,1.0,3,foo_1054
1.0,2013-01-02,1.0,3,foo_1055
1.0,2013-01-02,1.0,3,foo_1056
1.0,2013-01-02,1.0,3,foo_1057
1.0,2013-01-02,1.0,3,foo_1058
1.0,2013-01-02,1.0,3,foo_1059
1.0,2013-01-02,1.0,3,foo_1060
1.0,2013-01-02,1.0,3,foo_1061
1.0,2013-01-02,1.0,3,foo_1062
1.0,2013-01-02,1.0,3,foo_1063
1.0,2013-01-02,1.0,3,foo_1064
1.0,2013-01-02,1.0,3,foo_1065
1.0,2013-01-02,1.0,3,foo_1066
1.0,2013-01-02,1.0,3,foo_1067
1.0,2013-01-02,1.0,3,foo_1068
1.0,2013-01-02,1.0,3,foo_1069
1.0,2013-01-02,1.0,3,foo_1070
1.0,2013-01-02,1.0,3,foo_1071
1.0,2013-01-02,1.0,3,foo_1072
1.0,2013-01-02,1.0,3,foo_1073
1.0,2013-01-02,1.0,3,foo_1074
1.0,2013-01-02,1.0,3,foo_1075
1.0,2013-01-02,1.0,3,foo_1076
1.0,2013-01-02,1.0,3,foo_1077
1.0,2013-01-02,1.0,3,foo_1078
1.0,2013-01-02,1.0,3,foo_1079
1.0,2013-01-02,1.0,3,foo_1080
1.0,2013-01-02,1.0,3,foo_1081
1.0,2013-01-02,1.0,3,foo_1082
1.0,2013-01-02,1.0,3,foo_1083
1.0,2013-01-02,1.0,3,foo_1084
1.0,2013-01-02,1.0,3,foo_1085
1.0,2013-01-02,1.0,3,foo_1086
1.0,2013-01-02,1.0,3,foo_1087
1.0,2013-01-02,1.0,3,foo_1088
1.0,2013-01-02,1.0,3,foo_1089
1.0,2013-01-02,1.0,3,foo_1090
1.0,2013-01-02,1.0,3,foo_1091
1.0,2013-01-02,1.0,3,foo_1092
1.0,2013-01-02,1.0,3,foo_1093
1.0,2013-01-02,1.0,3,foo_1094
1.0,2013-01-02,1.0,3,foo_1095
1.0,2013-01-02,1.0,3,foo_1096
1.0,2013-01-02,1.0,3,foo_1097
1.0,2013-01-02,1.0,3,foo_1098
1.0,2013-01-02,1.0,3,foo_1099
1.0,2013-01-02,1.0,3,foo_1100
1.0,2013-01-02,1.0,3,foo_1101
1.0,2013-01-02,1.0,3,foo_1102
1.0,2013-01-02,1.0,3,foo_1103
1.0,2013-01-02,1.0,3,foo_1104
1.0,2013-01-02,1.0,3,foo_1105
1.0,2013-01-02,1.0,3,foo_1106
1.0,2013-01-02,1.0,3,foo_1107
1.0,2013-01-02,1.0,3,foo_1108
1.0,2013-01-02,1.0,3,foo_1109
1.0,2013-01-02,1.0,3,foo_1110
1.0,2013-01-02,1.0,3,foo_1111
1.0,2013-01-02,1.0,3,foo_1112
1.0,2013-01-02,1.0,3,foo_1113
1.0,2013-01-02,1.0,3,foo_1114
1.0,2013-01-02,1.0,3,foo_1115
1.0,2013-01-02,1.0,3,foo_1116
1.0,2013-01-02,1.0,3,foo_1117
1.0,2013-01-02,1.0,3,foo_1118
1.0,2013-01-02,1.0,3,foo_1119
1.0,2013-01-02,1.0,3,foo_1120
1.0,2013-01-02,1.0,3,foo_1121
1.0,2013-01-02,1.0,3,foo_1122
1.0,2013-01-02,1.0,3,foo_1123
1.0,2013-01-02,1.0,3,foo_1124
1.0,2013-01-02,1.0,3,foo_1125
1.0,2013-01-02,1.0,3,foo_1126
1.0,2013-01-02,1.0,3,foo_1127
1.0,2013-01-02,1.0,3,foo_1128
1.0,2013-01-02,1.0,3,foo_1129
1.0,2013-01-02,1.0,3,foo_1130
1.0,2013-01-02,1.0,3,foo_1131
1.0,2013-01-02,1.0,3,foo_1132
1.0,2013-01-02,1.0,3,foo_1133
1.0,2013-01-02,1.0,3,foo_1134
1.0,2013-01-02,1.0,3,foo_1135
1.0,2013-01-02,1.0,3,foo_1136
1.0,2013-01-02,1.0,3,foo_1137
1.0,2013-01-02,1.0,3,foo_1138
1.0,2013-01-02,1.0,3,foo_1139
1.0,2013-01-02,1.0,3,foo_1140
1.0,2013-01-02,1.0,3,foo_1141
1.0,2013-01-02,1.0,3,foo_1142
1.0,2013-01-02,1.0,3,foo_1143
1.0,2013-01-02,1.0,3,foo_1144
1.0,2013-01-02,1.0,3,foo_1145
1.0,2013-01-02,1.0,3,foo_1146
1.0,2013-01-02,1.0,3,foo_1147
1.0,2013-01-02,1.0,3,foo_1148
1.0,2013-01-02,1.0,3,foo_1149
1.0,2013-01-02,1.0,3,foo_1150
1.0,2013-01-02,1.0,3,foo_1151
1.0,2013-01-02,1.0,3,foo_1152
1.0,2013-01-02,1.0,3,foo_1153
1.0,2013-01-02,1.0,3,foo_1154
1.0,2013-01-02,1.0,3,foo_1155
1.0,2013-01-02,1.0,3,foo_1156
1.0,2013-01-02,1.0,3,foo_1157
1.0,2013-01-02,1.0,3,foo_1158
1.0,2013-01-02,1.0,3,foo_1159
1.0,2013-01-02,1.0,3,foo_1160
1.0,2013-01-02,1.0,3,foo_1161
1.0,2013-01-02,1.0,3,foo_1162
1.0,2013-01-02,1.0,3,foo_1163
1.0,2013-01-02,1.0,3,foo_1164
1.0,2013-01-02,1.0,3,foo_1165
1.0,2013-01-02,1.0,3,foo_1166
1.0,2013-01-02,1.0,3,foo_1167
1.0,2013-01-02,1.0,3,foo_1168
1.0,2013-01-02,1.0,3,foo_1169
1.0,2013-01-02,1.0,3,foo_1170
1.0,2013-01-02,1.0,3,foo_1171
1.0,2013-01-02,1.0,3,foo_1172
1.0,2013-01-02,1.0,3,foo_1173
1.0,2013-01-02,1.0,3,foo_1174
1.0,2013-01-02,1.0,3,foo_1175
1.0,2013-01-02,1.0,3,foo_1176
1.0,2013-01-02,1.0,3,foo_1177
1.0,2013-01-02,1.0,3,foo_1178
1.0,2013-01-02,1.0,3,foo_1179
1.0,2013-01-02,1.0,3,foo_1180
1.0,2013-01-02,1.0,3,foo_1181
1.0,2013-01-02,1.0,3,foo_1182
1.0,2013-01-02,1.0,3,foo_1183
1.0,2013-01-02,1.0,3,foo_1184
1.0,2013-01-02,1.0,3,foo_1185
1.0,2013-01-02,1.0,3,foo_1186
1.0,2013-01-02,1.0,3,foo_1187
1.0,2013-01-02,1.0,3,foo_1188
1.0,2013-01-02,1.0,3,foo_1189
1.0,2013-01-02,1.0,3,foo_1190
1.0,2013-01-02,1.0,3,foo_1191
1.0,2013-01-02,1.0,3,foo_1192
1.0,2013-01-02,1.0,3,foo_1193
1.0,2013-01-02,1.0,3,foo_1194
1.0,2013-01-02,1.0,3,foo_1195
1.0,2013-01-02,1.0,3,foo_1196
1.0,2013-01-02,1.0,3,foo_1197
1.0,2013-01-02,1.0,3,foo_1198
1.0,2013-01-02,1.0,3,foo_1199
1.0,2013-01-02,1.0,3,foo_1200
1.0,2013-01-02,1.0,3,foo_1201
1.0,2013-01-02,1.0,3,foo_1202
1.0,2013-01-02,1.0,3,foo_1203
1.0,2013-01-02,1.0,3,foo_1204
1.0,2013-01-02,1.0,3,foo_1205
1.0,2013-01-02,1.0,3,foo_1206
1.0,2013-01-02,1.0,3,foo_1207
1.0,2013-01-02,1.0,3,foo_1208
1.0,2013-01-02,1.0,3,foo_1209
1.0,2013-01-02,1.0,3,foo_1210
1.0,2013-01-02,1.0,3,foo_1211
1.0,2013-01-02,1.0,3,foo_1212
1.0,2013-01-02,1.0,3,foo_1213
1.0,2013-01-02,1.0,3,foo_1214
1.0,2013-01-02,1.0,3,foo_1215
1.0,2013-01-02,1.0,3,foo_1216
1.0,2013-01-02,1.0,3,foo_1217
1.0,2013-01-02,1.0,3,foo_1218
1.0,2013-01-02,1.0,3,foo_1219
1.0,2013-01-02,1.0,3,foo_1220
1.0,2013-01-02,1.0,3,foo_1221
1.0,2013-01-02,1.0,3,foo_1222
1.0,2013-01-02,1.0,3,foo_1223
1.0,2013-01-02,1.0,3,foo_1224
1.0,2013-01-02,1.0,3,foo_1225
1.0,2013-01-02,1.0,3,foo_1226
1.0,2013-01-02,1.0,3,foo_1227
1.0,2013-01-02,1.0,3,foo_1228
1.0,2013-01-02,1.0,3,foo_1229
1.0,2013-01-02,1.0,3,foo_1230
1.0,2013-01-02,1.0,3,foo_1231
1.0,2013-01-02,1.0,3,foo_1232
1.0,2013-01-02,1.0,3,foo_1233
1.0,2013-01-02,1.0,3,foo_1234
1.0,2013-01-02,1.0,3,foo_1235
1.0,2013-01-02,1.0,3,foo_1236
1.0,2013-01-02,1.0,3,foo_1237
1.0,2013-01-02,1.0,3,foo_1238
1.0,2013-01-02,1.0,3,foo_1239
1.0,2013-01-02,1.0,3,foo_1240
1.0,2013-01-02,1.0,3,foo_1241
1.0,2013-01-02,1.0,3,foo_1242
1.0,2013-01-02,1.0,3,foo_1243
1.0,2013-01-02,1.0,3,foo_1244
1.0,2013-01-02,1.0,3,foo_1245
1.0,2013-01-02,1.0,3,foo_1246
1.0,2013-01-02,1.0,3,foo_1247
1.0,2013-01-02,1.0,3,foo_1248
1.0,2013-01-02,1.0,3,foo_1249
1.0,2013-01-02,1.0,3,foo_1250
1.0,2013-01-02,1.0,3,foo_1251
1.0,2013-01-02,1.0,3,foo_1252
1.0,2013-01-02,1.0,3,foo_1253
1.0,2013-01-02,1.0,3,foo_1254
1.0,2013-01-02,1.0,3,foo_1255
1.0,2013-01-02,1.0,3,foo_1256
1.0,2013-01-02,1.0,3,foo_1257
1.0,2013-01-02,1.0,3,foo_1258
